1.000000000000000000e+00,5.044834896527681423e+01,3.117119284431819537e+01,4.000000000000000222e-01
2.000000000000000000e+00,1.323723612507836833e+01,1.448637804192146916e+01,5.000000000000000000e-01
3.000000000000000000e+00,2.740780419645211552e+01,4.017140252540342971e+01,5.000000000000000000e-01
4.000000000000000000e+00,5.060412089454474227e+01,2.515064785510379863e+01,5.000000000000000000e-01
5.000000000000000000e+00,1.019828832411766584e+01,3.377722616827114166e+01,5.000000000000000000e-01
6.000000000000000000e+00,4.646087971962097640e+01,2.453956299303192168e+01,5.000000000000000000e-01
7.000000000000000000e+00,4.832819862372642206e+01,2.602586837903618644e+01,5.000000000000000000e-01
8.000000000000000000e+00,1.317321202580575701e+01,4.225666114017601416e+01,5.000000000000000000e-01
9.000000000000000000e+00,3.406641734669690180e+01,2.243436841124422187e+01,4.000000000000000222e-01
1.000000000000000000e+01,3.767045496450375452e+01,2.064540384658647909e+01,5.000000000000000000e-01
1.100000000000000000e+01,4.982753923194966461e+01,2.969836385255009858e+01,5.000000000000000000e-01
1.200000000000000000e+01,4.794778770838861703e+01,1.346075751829118339e+01,5.000000000000000000e-01
1.300000000000000000e+01,3.548688952797046881e+01,8.961506892862010076e+00,5.000000000000000000e-01
1.400000000000000000e+01,4.817233460531077327e+01,2.406574343385677750e+01,4.000000000000000222e-01
1.500000000000000000e+01,2.082946190282498833e+01,7.013327604746868005e+00,5.000000000000000000e-01
1.600000000000000000e+01,7.829255002454116763e+00,4.750285611665969299e+00,5.000000000000000000e-01
1.700000000000000000e+01,1.810489979709613806e+01,2.930238752568848426e+01,5.000000000000000000e-01
1.800000000000000000e+01,1.414461363706476504e+01,1.072322058622893337e+01,5.000000000000000000e-01
1.900000000000000000e+01,7.434495436766872523e+00,4.511911786925389123e+01,5.000000000000000000e-01
2.000000000000000000e+01,4.556504209398377014e+01,3.146015751102500957e+01,4.000000000000000222e-01
2.100000000000000000e+01,1.345440935743028810e+01,4.568417120630758888e+01,5.000000000000000000e-01
2.200000000000000000e+01,1.298640515516269467e+01,3.211819134931992892e+01,4.000000000000000222e-01
2.300000000000000000e+01,3.156569153312501186e+01,3.143454521138617608e+01,5.000000000000000000e-01
2.400000000000000000e+01,1.894752638260879962e+01,4.332937543414858084e+01,5.000000000000000000e-01
