1.000000000000000000e+00,3.743317813595381516e-01,6.040743315517157486e-01,7.106546844814697339e-01,5.044834896527681423e+01,3.117119284431819537e+01,4.000000000000000222e-01
2.000000000000000000e+00,7.845441606132746992e-01,3.311961042530571220e-01,8.515869887596860810e-01,1.323723612507836833e+01,1.448637804192146916e+01,5.000000000000000000e-01
3.000000000000000000e+00,-6.132329499155881880e-01,-7.102914235503721141e-01,9.383861450551091998e-01,2.740780419645211552e+01,4.017140252540342971e+01,5.000000000000000000e-01
4.000000000000000000e+00,-3.622584280869025064e-01,8.774125787929007991e-01,9.492544454170345203e-01,5.060412089454474227e+01,2.515064785510379863e+01,5.000000000000000000e-01
5.000000000000000000e+00,-3.935408593748282780e+00,1.383028044700596482e+00,4.171355579685840809e+00,1.019828832411766584e+01,3.377722616827114166e+01,5.000000000000000000e-01
6.000000000000000000e+00,-6.601257696493079141e-02,3.202501500078543395e-01,3.269829030662064207e-01,4.646087971962097640e+01,2.453956299303192168e+01,5.000000000000000000e-01
7.000000000000000000e+00,6.925043341164105470e-01,-6.323643371160777571e-01,9.377883064030333449e-01,4.832819862372642206e+01,2.602586837903618644e+01,5.000000000000000000e-01
8.000000000000000000e+00,-4.519827630385070405e-01,2.548953592235561949e+00,2.588716445162447144e+00,1.317321202580575701e+01,4.225666114017601416e+01,5.000000000000000000e-01
9.000000000000000000e+00,1.085087407075948862e+00,1.439645478687955893e-01,1.094596031437111039e+00,3.406641734669690180e+01,2.243436841124422187e+01,4.000000000000000222e-01
1.000000000000000000e+01,7.655660660559402420e-01,-1.967972444567712142e-01,7.904559171276703822e-01,3.767045496450375452e+01,2.064540384658647909e+01,5.000000000000000000e-01
1.100000000000000000e+01,-1.279936277990623594e+00,-2.301381603440101897e-01,1.300461629023715648e+00,4.982753923194966461e+01,2.969836385255009858e+01,5.000000000000000000e-01
1.200000000000000000e+01,1.947942187229775857e-01,-4.909321907513040650e-01,5.281658864066951509e-01,4.794778770838861703e+01,1.346075751829118339e+01,5.000000000000000000e-01
1.300000000000000000e+01,5.000241848520387000e-02,-3.137478767579361949e-01,3.177073685397973080e-01,3.548688952797046881e+01,8.961506892862010076e+00,5.000000000000000000e-01
1.400000000000000000e+01,3.449661332657361079e-01,9.587045724931579638e-02,3.580401900255144043e-01,4.817233460531077327e+01,2.406574343385677750e+01,4.000000000000000222e-01
1.500000000000000000e+01,1.437152311021604012e+00,-6.491365212468852564e-01,1.576954339317167664e+00,2.082946190282498833e+01,7.013327604746868005e+00,5.000000000000000000e-01
1.600000000000000000e+01,1.075040361069310002e+00,7.072066839557744622e-01,1.286799546067589839e+00,7.829255002454116763e+00,4.750285611665969299e+00,5.000000000000000000e-01
1.700000000000000000e+01,6.905420546575821161e-01,-3.712314894279074295e-02,6.915391944337961894e-01,1.810489979709613806e+01,2.930238752568848426e+01,5.000000000000000000e-01
1.800000000000000000e+01,-8.950708852322815101e-01,4.210986375062743647e+00,4.305061920641160889e+00,1.414461363706476504e+01,1.072322058622893337e+01,5.000000000000000000e-01
1.900000000000000000e+01,8.298703988288009814e-01,5.766101984984753348e-02,8.318711871812832781e-01,7.434495436766872523e+00,4.511911786925389123e+01,5.000000000000000000e-01
2.000000000000000000e+01,5.149078225088574712e+00,-1.606640210919572098e+00,5.393913174627952500e+00,4.556504209398377014e+01,3.146015751102500957e+01,4.000000000000000222e-01
2.100000000000000000e+01,-1.110208868165069029e-02,-4.048090678955357902e+00,4.048105902940083212e+00,1.345440935743028810e+01,4.568417120630758888e+01,5.000000000000000000e-01
2.200000000000000000e+01,-1.776179285977524058e+00,8.014629880103676385e-01,1.948629204616961985e+00,1.298640515516269467e+01,3.211819134931992892e+01,4.000000000000000222e-01
2.300000000000000000e+01,-5.798408203545843964e-01,1.550920609440505915e-01,6.002240617613979756e-01,3.156569153312501186e+01,3.143454521138617608e+01,5.000000000000000000e-01
2.400000000000000000e+01,-5.138773574980115555e-02,-3.040123092197705157e-01,3.083248020231728614e-01,1.894752638260879962e+01,4.332937543414858084e+01,5.000000000000000000e-01
2.500000000000000000e+01,2.884312607875815226e-01,5.185816004624803632e-01,5.933965525158884091e-01,2.328913934693413790e+00,4.522279925666180134e+01,5.000000000000000000e-01
2.600000000000000000e+01,-2.013466295433163356e-01,5.634211410650938889e-01,5.983175138900296286e-01,4.973842574553503937e+01,2.454529628243730599e+01,4.000000000000000222e-01
2.700000000000000000e+01,-1.744024251629020528e+00,-8.643034889761932460e-01,1.946443194990952197e+00,4.865783471156863271e+01,1.961860806700362403e+01,5.000000000000000000e-01
2.800000000000000000e+01,1.657632750659479903e+00,1.216741296935892169e+00,2.056260129392229796e+00,5.269455791526411303e+00,1.954988152969948700e+01,5.000000000000000000e-01
2.900000000000000000e+01,-2.701067239619666660e-01,2.012597093341406129e-01,3.368428608872819918e-01,6.971276827307248958e-01,3.942186217530946379e+01,5.000000000000000000e-01
3.000000000000000000e+01,3.686212458451088025e-01,1.702811113736238391e-01,4.060508339839196124e-01,3.193406334954029546e+01,8.105187481774782654e+00,5.000000000000000000e-01
3.100000000000000000e+01,-1.840802331325254393e+00,1.225559553338254837e+00,2.211458668343397882e+00,3.905800460520868711e+01,3.872677760054245510e+01,4.000000000000000222e-01
3.200000000000000000e+01,-1.229357422897612739e+00,-5.663751469883049339e-02,1.230661399940991219e+00,2.779046778800755035e+01,2.177709220428229386e+01,4.000000000000000222e-01
3.300000000000000000e+01,1.193107046485509803e-01,1.478743619144823995e+00,1.483549033704402387e+00,3.143606838115635682e+00,3.790756175480758117e+01,5.000000000000000000e-01
3.400000000000000000e+01,5.401783183087822682e-01,-3.947214652496230936e-01,6.690273915914903835e-01,4.682792347029388402e+00,2.298769831131711427e+01,5.000000000000000000e-01
3.500000000000000000e+01,9.351811568393348928e-01,-6.928411857735593538e-01,1.163869711269894802e+00,2.856597979009483623e+01,2.801392157849425146e+01,5.000000000000000000e-01
3.600000000000000000e+01,-1.025357225101746428e+00,-8.536252101580218965e-02,1.028904368278474646e+00,5.131670460841998249e+01,3.261836983499073028e+01,5.000000000000000000e-01
3.700000000000000000e+01,5.682161802288235863e-01,1.075740801687277148e-01,5.783094415604700389e-01,1.435431018519519242e+01,4.630188500530189799e+01,4.000000000000000222e-01
3.800000000000000000e+01,-6.090320988382078582e-01,-7.649377887839998280e+00,7.673584701323806989e+00,2.373673468272055942e+01,2.862194188511777071e+01,5.000000000000000000e-01
3.900000000000000000e+01,-1.969936801158833628e+00,1.877161201972099569e-02,1.970026236875467962e+00,6.866400396334570999e+00,4.402263899406682057e+00,4.000000000000000222e-01
4.000000000000000000e+01,-9.612354993818716942e-02,-1.061671889812320496e-01,1.432173483517126256e-01,1.386100658560715004e+01,3.681526390457815268e+01,5.000000000000000000e-01
4.100000000000000000e+01,-6.921841617861244078e-01,9.473469196033725837e-01,1.173279634149318351e+00,2.690668204388976648e+01,3.538162622859442763e+01,4.000000000000000222e-01
4.200000000000000000e+01,5.851428327983676514e-02,1.018462673475568903e-01,1.174588588416515256e-01,2.315032789393824508e+00,1.692883883104532572e+01,5.000000000000000000e-01
4.300000000000000000e+01,4.438241114267602150e+00,-9.531254044875091536e-01,4.539430826111882311e+00,3.303823610873990191e+01,2.254004632916771911e+01,5.000000000000000000e-01
4.400000000000000000e+01,2.298840307904807534e-01,-2.203568165361391884e+00,2.215526873456210133e+00,3.988663841030550117e+01,1.052404594097306134e+00,5.000000000000000000e-01
4.500000000000000000e+01,-2.261416282773803799e-01,-9.548199428262238442e-03,2.263431115635436142e-01,1.973534104685096580e+01,4.000928142283616040e+01,5.000000000000000000e-01
4.600000000000000000e+01,9.628761329075179454e-01,7.100231640911534026e-01,1.196354187048697115e+00,4.340635894343527923e+01,1.606566267100659928e+01,5.000000000000000000e-01
4.700000000000000000e+01,-3.475042997292780989e-01,9.030028936444500332e+00,9.036712999279956193e+00,2.758000059643939039e+01,3.451948277888988059e+01,5.000000000000000000e-01
4.800000000000000000e+01,1.561643447077643021e-02,1.793016426693211596e+00,1.793084431759216724e+00,4.266486554277216925e+01,2.973674035229935342e+01,5.000000000000000000e-01
4.900000000000000000e+01,2.389857213497532662e-01,-1.531635076828529174e+00,1.550167792073037454e+00,2.969856655042236682e+01,3.827741832219322760e+01,4.000000000000000222e-01
5.000000000000000000e+01,8.785424032149585782e-02,4.829220050130390574e-01,4.908482764238669138e-01,4.030844311303250294e+01,3.642204196662935090e+01,4.000000000000000222e-01
5.100000000000000000e+01,6.495779171718564504e-02,4.712502805773178816e-01,4.757061505267449197e-01,5.194037931081298609e+01,2.651585655993544322e+01,4.000000000000000222e-01
5.200000000000000000e+01,3.380839862104802473e-01,-2.888373297277215812e-01,4.446659249101607703e-01,1.560500319132349034e+01,2.697873833906703656e+00,5.000000000000000000e-01
5.300000000000000000e+01,2.368941998185822406e+00,-3.112482074570162016e-01,2.389301495712469414e+00,5.295907711737289958e+01,2.418428018633062848e+01,5.000000000000000000e-01
5.400000000000000000e+01,-9.782672664323384115e-01,7.600547515521948183e-01,1.238826085425257961e+00,3.015932226038943753e+01,5.123809354889007572e+00,4.000000000000000222e-01
5.500000000000000000e+01,-3.838900752786309489e-01,-1.710440341198547209e-01,4.202709263147130225e-01,2.845417871688261968e+01,1.826220483206441614e+01,5.000000000000000000e-01
5.600000000000000000e+01,-5.072340372184378054e+00,-2.493244935569479459e+00,5.651982586671194575e+00,4.256740597879012711e+01,4.644649623524519377e+00,5.000000000000000000e-01
5.700000000000000000e+01,1.483738429891380717e+00,-1.072880019686341724e+00,1.830997341608857854e+00,4.936835056275917566e+01,3.285591039409461445e+01,4.000000000000000222e-01
5.800000000000000000e+01,1.567970308880571206e+00,1.332871226249108254e+00,2.057930172599117924e+00,4.733082561937400357e+01,4.652599402870353629e+01,5.000000000000000000e-01
